% Model:              Alpha detector sapphire_3mm_YAP_0.5mm_1fourthGeom_noResults_new.mph
% Version:            COMSOL 5.4.0.388
% Date:               Aug 25 2019, 12:30
% Dimension:          3
% Nodes:              15840
% Expressions:        1
% Description:        Surface
% X                       Y                        Z                        Color
-0.4910000000000002       -0.570019237886467       0                        0.16666666666666666
-0.48100000000000037      -0.5700192378864669      0                        0
-0.48600000000000043      -0.5613589838486226      0                        0
-0.4760000000000005       -0.5613589838486222      0                        0
-0.45600000000000007      -0.5786794919243113      0                        0
-0.47100000000000014      -0.5700192378864667      0                        0
-0.46599999999999975      -0.5613589838486224      0                        0
-0.45600000000000007      -0.5613589838486226      0                        0
-0.4659999999999999       -0.5786794919243111      0                        0
-0.4609999999999998       -0.5700192378864669      0                        0
-0.4860000000000002       -0.5786794919243113      0                        0.16666666666666666
-0.4810000000000007       -0.5526987298107781      0                        0
-0.5259999999999995       -0.5613589838486226      0                        0
-0.5309999999999996       -0.5700192378864669      0                        0
-0.535442936561465        -0.5612795942448403      0                        0
-0.5306779388094108       -0.5524051642095         0                        0
-0.5402574440095765       -0.5532182988550619      0                        0
-0.5359694915877508       -0.541895514282524       0                        0
-0.5256498351853981       -0.5438987781476681      0                        0
-0.5361754556864771       -0.5310734961981476      0                        0
-0.5287187294923276       -0.5359583457463819      0                        0
-0.5206073435573519       -0.5354999294592944      0                        0
-0.5353130300237612       -0.5210975413719462      0                        0
-0.5060000000000002       -0.5613589838486226      0                        0
-0.5110000000000003       -0.5526987298107784      0                        0
-0.4960000000000001       -0.5613589838486226      0                        0
-0.5207701370820962       -0.5525743902491729      0                        0
-0.5010000000000001       -0.5526987298107781      0                        0
-0.4910000000000002       -0.5526987298107783      0                        0
-0.4860000000000006       -0.544038475772934       0                        0
-0.4960000000000001       -0.5440384757729337      0                        0
-0.5157609332969236       -0.5437770450824401      0                        0
-0.5060000000000006       -0.5440384757729337      0                        0
-0.5260829879924811       -0.5265473710406199      0                        0
-0.5273227071261735       -0.5159524961708252      0                        0
-0.5196365661010277       -0.5189140270504055      0                        0
-0.5151232170637914       -0.5265995648896699      0                        0
-0.5355312027854879       -0.5112018793822308      0                        0
-0.5268714997300173       -0.5060009331536399      0                        0
-0.5440384757729336       -0.5159999999999997      0                        0
-0.5526987298107781       -0.5109999999999996      0                        0
-0.5613589838486227       -0.5059999999999997      0                        0
-0.5526987298107784       -0.501                   0                        0
-0.5613589838486226       -0.4960000000000001      0                        0
-0.5526987298107783       -0.4910000000000002      0                        0
-0.544038475772934        -0.4860000000000002      0                        0
-0.5180577136594012       -0.48100000000000104     0                        0
-0.5180577136594          -0.47100000000000153     0                        0
-0.526717967697245        -0.47600000000000153     0                        0
-0.544038475772934        -0.4960000000000003      0                        0
-0.518341826752844        -0.5007864952076396      0                        0
-0.5267179676972453       -0.4960000000000003      0                        0
-0.5440384757729341       -0.5059999999999996      0                        0
-0.5353782217350896       -0.4910000000000002      0                        0
-0.5353782217350896       -0.4810000000000007      0                        0
-0.5353782217350899       -0.501                   0                        0
-0.4910000000000002       -0.5353782217350896      0                        0
-0.5103536297005565       -0.535091833284804       0                        0
-0.5010000000000003       -0.5353782217350893      0                        0
-0.49557449200411957      -0.526588416245647       0                        0
-0.48600000000000093      -0.5267179676972453      0                        0
-0.4760000000000011       -0.5267179676972441      0                        0
-0.4810000000000021       -0.5180577136594003      0                        0
-0.46599999999999886      -0.5267179676972447      0                        0
-0.47099999999999964      -0.5180577136593993      0                        0
-0.47600000000000187      -0.5093974596215548      0                        0
-0.5053923541396786       -0.526250644715894       0                        0
-0.5000388022333732       -0.5179420586982846      0                        0
-0.5105984182542762       -0.516725197163618       0                        0
-0.5190493136718684       -0.5106915178542084      0                        0
-0.5550337590546351       -0.5789798611181391      0                        0
-0.5510000000000003       -0.5873397459621557      0                        0
-0.5457638753450401       -0.5788882392775012      0                        0
-0.4260000000000001       -0.5613589838486226      0                        0
-0.41600000000000015      -0.5613589838486226      0                        0
-0.4210000000000002       -0.5526987298107783      0                        0
-0.4309999999999999       -0.5526987298107783      0                        0
-0.45600000000000007      -0.544038475772934       0                        0
-0.4510000000000005       -0.5353782217350893      0                        0
-0.46099999999999935      -0.5353782217350896      0                        0
-0.4460000000000003       -0.5440384757729334      0                        0
-0.4359999999999996       -0.5440384757729337      0                        0
-0.44099999999999956      -0.535378221735089       0                        0
-0.4309999999999997       -0.5353782217350896      0                        0
-0.43599999999999905      -0.526717967697245       0                        0
-0.4609999999999988       -0.518057713659401       0                        0
-0.46599999999999764      -0.5093974596215555      0                        0
-0.45600000000000024      -0.509397459621557       0                        0
-0.441                    -0.5873397459621557      0                        0
-0.4360000000000001       -0.5960000000000001      0                        0
-0.4260000000000001       -0.5786794919243113      0                        0
-0.43100000000000005      -0.570019237886467       0                        0
-0.41600000000000015      -0.5786794919243113      0                        0
-0.4210000000000002       -0.570019237886467       0                        0
-0.4310000000000002       -0.5873397459621557      0                        0
-0.42100000000000004      -0.5873397459621557      0                        0
-0.4260000000000001       -0.5960000000000002      0                        0
-0.41100000000000014      -0.5873397459621557      0                        0
-0.41600000000000015      -0.5960000000000001      0                        0
-0.40600000000000014      -0.5960000000000001      0                        0
-0.40100000000000025      -0.5873397459621557      0                        0
-0.396                    -0.596                   0                        0
-0.4060000000000003       -0.5786794919243113      0                        0
-0.396                    -0.5786794919243111      0                        0
-0.41100000000000014      -0.570019237886467       0                        0
-0.40100000000000025      -0.5700192378864667      0                        0
-0.40600000000000047      -0.5613589838486224      0                        0
-0.3860000000000002       -0.5786794919243113      0                        0
-0.39099999999999996      -0.5700192378864669      0                        0
-0.396                    -0.5613589838486224      0                        0
-0.4260000000000001       -0.544038475772934       0                        0
-0.4160000000000003       -0.544038475772934       0                        0
-0.4210000000000004       -0.5353782217350896      0                        0
-0.4110000000000009       -0.5353782217350894      0                        0
-0.4110000000000004       -0.5526987298107783      0                        0
-0.40100000000000025      -0.552698729810778       0                        0
-0.39099999999999996      -0.5526987298107783      0                        0
-0.3860000000000001       -0.5960000000000001      0                        0.3333333333333333
-0.376                    -0.596                   0                        0.3333333333333333
-0.3810000000000002       -0.5873397459621557      0                        0.16666666666666666
-0.39099999999999996      -0.5873397459621557      0                        0
-0.376                    -0.5786794919243111      0                        0
-0.37099999999999994      -0.5873397459621557      0                        0
-0.3660000000000001       -0.5960000000000001      0                        0
-0.5873397459621557       -0.4110000000000001      0                        0
-0.596                    -0.4059999999999999      0                        0
-0.5786794919243111       -0.4059999999999999      0                        0
-0.5700192378864669       -0.4009999999999997      0                        0
-0.5786794919243113       -0.3959999999999998      0                        0
-0.5786794919243113       -0.3860000000000002      0                        0
-0.5691436037364818       -0.3905484926192576      0                        0
-0.5873397459621557       -0.40099999999999986     0                        0
-0.5873397459621557       -0.39099999999999996     0                        0
-0.5960000000000001       -0.396                   0                        0
-0.5873397459621557       -0.37099999999999994     0                        0
-0.5873397459621557       -0.3610000000000001      0                        0
-0.5960000000000001       -0.366                   0                        0
-0.5873397459621557       -0.3810000000000001      0                        0
-0.5959999999999999       -0.37599999999999995     0                        0
-0.5960000000000002       -0.386                   0                        0
-0.596                    -0.3560000000000001      0                        0
-0.5873264939934845       -0.35104699234754877     0                        0
-0.5093974596215564       -0.47600000000000253     0                        0
-0.5786794919243113       -0.4359999999999998      0                        0
-0.570019237886467        -0.4309999999999999      0                        0
-0.5440384757729337       -0.47600000000000076     0                        0
-0.535378221735089        -0.47100000000000086     0                        0
-0.5440384757729333       -0.46600000000000025     0                        0
-0.535378221735089        -0.46099999999999963     0                        0
-0.5440384757729336       -0.45599999999999974     0                        0
-0.5267179676972441       -0.4660000000000004      0                        0
-0.552698729810778        -0.4609999999999998      0                        0
-0.5526987298107781       -0.451                   0                        0
-0.552698729810778        -0.4710000000000005      0                        0
-0.5613589838486226       -0.4359999999999996      0                        0
-0.5613589838486227       -0.4259999999999999      0                        0
-0.570019237886467        -0.42100000000000004     0                        0
-0.5700192378864669       -0.451                   0                        0
-0.5700192378864669       -0.4409999999999996      0                        0
-0.5613589838486224       -0.44599999999999995     0                        0
-0.552698729810778        -0.44099999999999956     0                        0
-0.5353782217350891       -0.45099999999999985     0                        0
-0.5180577136593998       -0.4609999999999995      0                        0
-0.5093974596215548       -0.46600000000000064     0                        0
-0.5267179676972448       -0.4559999999999996      0                        0
-0.5267179676972447       -0.4459999999999996      0                        0
-0.5606439506820725       -0.39562453758756777     0                        0
-0.55251560459642         -0.40061098008113183     0                        0
-0.5519706198948703       -0.3899425335910567      0                        0
-0.543335814604692        -0.38599463305165593     0                        0
-0.5504267576904706       -0.37869840947082256     0                        0
-0.5405193881718215       -0.3766276714661576      0                        0
-0.5440384757729334       -0.4059999999999999      0                        0
-0.5526987298107781       -0.4110000000000004      0                        0
-0.5526987298107783       -0.4210000000000002      0                        0
-0.5440384757729337       -0.4160000000000005      0                        0
-0.5613589838486226       -0.41600000000000015     0                        0
-0.5700192378864669       -0.41100000000000014     0                        0
-0.5613589838486224       -0.4059999999999999      0                        0
-0.4846916831040111       -0.4805353460647389      0                        0
-0.48379737078109564      -0.4706483406423362      0                        0
-0.49235728209475715      -0.4757674789590498      0                        0
-0.4756106493720914       -0.46594421147354165     0                        0
-0.48403318969922626      -0.461173251893977       0                        0
-0.4753756023341982       -0.47586585836569656     0                        0
-0.4776864169002768       -0.4848362044546747      0                        0
-0.4606077137972792       -0.4610057816888725      0                        0
-0.4678465860113091       -0.46232156984926553     0                        0
-0.4614898673071455       -0.46807989732197475     0                        0
-0.46874246154312343      -0.4691321891964724      0                        0
-0.4709999999999998       -0.5353782217350886      0                        0
-0.4810000000000012       -0.5353782217350893      0                        0
-0.47600000000000064      -0.5440384757729333      0                        0
-0.471                    -0.5526987298107777      0                        0
-0.46099999999999963      -0.5526987298107783      0                        0
-0.4659999999999994       -0.5440384757729334      0                        0
-0.45600000000000024      -0.5267179676972455      0                        0
-0.44600000000000045      -0.5267179676972444      0                        0
-0.45100000000000107      -0.5180577136594007      0                        0
-0.4409999999999994       -0.5180577136594         0                        0
-0.4259999999999999       -0.5267179676972455      0                        0
-0.43099999999999916      -0.5180577136594012      0                        0
-0.42100000000000054      -0.5180577136594012      0                        0
-0.4259453345049966       -0.5093671737809351      0                        0
-0.4430144869411265       -0.4678209846572517      0                        0
-0.44690927572259553      -0.4747393926157902      0                        0
-0.4362174565377161       -0.4750932387184545      0                        0
-0.43599999999999817      -0.509397459621556       0                        0
-0.44600000000000084      -0.5093974596215554      0                        0
-0.45100000000000207      -0.500737205583712       0                        0
-0.4409999999999988       -0.5007372055837105      0                        0
-0.4411950141551105       -0.48350023647958684     0                        0
-0.4653793761842686       -0.475908558475424       0                        0
-0.474888664543651        -0.4921842280252436      0                        0
-0.47014554299259137      -0.4842621111567398      0                        0
-0.45587878844022467      -0.4751418807232859      0                        0
-0.4655095554064622       -0.49217733611920494     0                        0
-0.47045350970907635      -0.5007711953401816      0                        0
-0.4605187840965993       -0.4839009768467845      0                        0
-0.46099999999999763      -0.5007372055837128      0                        0
-0.45107490873438316      -0.4836963560575387      0                        0
-0.4560000000000005       -0.49207695154586933     0                        0
-0.4460000000000017       -0.49207695154586584     0                        0
-0.43619963958560676      -0.4921800487206595      0                        0
-0.5093347881997246       -0.4857966508500232      0                        0
-0.5008040270398774       -0.48087965793930904     0                        0
-0.5012158147899908       -0.4904943684705867      0                        0
-0.510467994333556        -0.50587392092026        0                        0
-0.5031636633342201       -0.510282460365052       0                        0
-0.4905906065213995       -0.5179962324597863      0                        0
-0.4852971635915953       -0.5094575142683078      0                        0
-0.4950526699395358       -0.5095672161621123      0                        0
-0.500805836913567        -0.5008425117480698      0                        0
-0.4803105683730369       -0.5006156605940495      0                        0
-0.4896966564334412       -0.500865099230208       0                        0
-0.48524895653953876      -0.49118036178094876     0                        0
-0.49337915550465616      -0.4855757504712709      0                        0
-0.4939768819550124       -0.4934111207605569      0                        0
-0.518057713659401        -0.4910000000000004      0                        0
-0.5267179676972453       -0.4860000000000002      0                        0
-0.5094707053542422       -0.4956228632244011      0                        0
-0.4313009527925639       -0.4843034663762653      0                        0
-0.4270182076899519       -0.477798991279159       0                        0
-0.40600000000000064      -0.5440384757729336      0                        0
-0.3959999999999998       -0.5440384757729334      0                        0
-0.41600000000000065      -0.5267179676972453      0                        0
-0.41094714699217605      -0.5183489247295019      0                        0
-0.4008554495499295       -0.5353530261408961      0                        0
-0.40584019938633187      -0.5267609073082772      0                        0
-0.42621486424432753      -0.4936760241988622      0                        0
-0.43079360267287337      -0.5008065360633381      0                        0
-0.39083713052287183      -0.5353826156190925      0                        0
-0.3961117069889954       -0.5269930442239563      0                        0
-0.3854643995968324       -0.5261651724698845      0                        0
-0.4011653473517817       -0.5188630913481868      0                        0
-0.416064466758215        -0.5096664085462378      0                        0
-0.40590490933143664      -0.5100772299385997      0                        0
-0.3931554664251218       -0.519390226894057       0                        0
-0.42084540982006574      -0.48542529823379965     0                        0
-0.4110038689175815       -0.5008099527449489      0                        0
-0.421065566487867        -0.5011188597173677      0                        0
-0.4182984228324322       -0.4941064748830488      0                        0
-0.41063667227415596      -0.4894817450512158      0                        0
-0.3360000000000001       -0.596                   0                        0
-0.3409566351560055       -0.5873459863421304      0                        0
-0.346                    -0.5960000000000001      0                        0
-0.36600000000000016      -0.5786794919243113      0                        0
-0.36100000000000027      -0.5873397459621557      0                        0
-0.3558690886793862       -0.5787763784966651      0                        0
-0.3509999999999999       -0.5873397459621557      0                        0
-0.34603923282291554      -0.5788593099063711      0                        0
-0.356                    -0.596                   0                        0
-0.3804781136965525       -0.5355660624647492      0                        0
-0.3759953600824832       -0.5286704484756654      0                        0
-0.3810000000000002       -0.5700192378864669      0                        0
-0.3860000000000002       -0.5613589838486226      0                        0
-0.376                    -0.5613589838486224      0                        0
-0.37099999999999994      -0.5700192378864669      0                        0
-0.36575679250255716      -0.5619028899481578      0                        0
-0.3706771600092367       -0.5535320227999602      0                        0
-0.3609823095535481       -0.5543675407836414      0                        0
-0.3857783842239891       -0.5440026380663201      0                        0
-0.38071919633163187      -0.5527697569562506      0                        0
-0.3606195187666241       -0.5702802278941084      0                        0
-0.3511223108396381       -0.5705985210130432      0                        0
-0.356270018090459        -0.5633796111356667      0                        0
-0.3513256178127086       -0.5550317823035085      0                        0
-0.3359350290291047       -0.579599876299774       0                        0
-0.34110933882275407      -0.5703501832525812      0                        0
-0.3484995598340627       -0.563642619628861       0                        0
-0.34143354549397464      -0.549721903560371       0                        0
-0.33299302529188         -0.5456614818304584      0                        0
-0.3416911233886543       -0.5400650505848591      0                        0
-0.35769041546253555      -0.5479688630057348      0                        0
-0.3755106940582707       -0.5447144172036912      0                        0
-0.3656357200965128       -0.5465569362940093      0                        0
-0.3309309474656872       -0.5887555010403702      0                        0
-0.32600000000000007      -0.5960000000000001      0                        0
-0.3251913217833694       -0.5806058614485662      0                        0.14285714285714285
-0.32323126714975425      -0.5895733324532348      0                        0.2
-0.31600000000000006      -0.5960000000000001      0                        0
-0.31600000000000006      -0.5860000000000001      0                        0.3333333333333333
-0.596                    -0.346                   0                        0
-0.587195935192274        -0.34179856088626165     0                        0
-0.5796022723207659       -0.3467965076320518      0                        0
-0.5960000000000001       -0.336                   0                        0
-0.5801064242433788       -0.3392649685893883      0                        0
-0.5355162514844458       -0.3831855296882438      0                        0
-0.5209999999999999       -0.3593012701892221      0                        0
-0.5109999999999999       -0.3593012701892219      0                        0
-0.5159999999999999       -0.3506410161513776      0                        0
-0.506                    -0.35064101615137744     0                        0
-0.5159999999999997       -0.3679615242270664      0                        0
-0.5309999999999998       -0.3593012701892219      0                        0
-0.526                    -0.3506410161513776      0                        0
-0.5307378483894258       -0.37635322583758146     0                        0
-0.535983207553498        -0.3675150183837243      0                        0
-0.5791505676739283       -0.35676583480520524     0                        0
-0.5786794919243113       -0.366                   0                        0
-0.5702680925652883       -0.3614704756748837      0                        0
-0.5786794919243111       -0.376                   0                        0
-0.5697388143770237       -0.3712012178614783      0                        0
-0.569444659632215        -0.38112818502058565     0                        0
-0.5598982738053304       -0.38538241823367836     0                        0
-0.5359999999999998       -0.35064101615137777     0                        0
-0.5309999999999999       -0.3419807621135331      0                        0
-0.5409999999999999       -0.34198076211353334     0                        0
-0.5454985723341472       -0.3499512546966478      0                        0
-0.5610228044626011       -0.3762628783491976      0                        0
-0.5552548276158288       -0.370283121347174       0                        0
-0.5628733881452026       -0.3666552572544773      0                        0
-0.5462448630336874       -0.36737167079909394     0                        0
-0.5407220394931619       -0.35832552961163266     0                        0
-0.5501441599821287       -0.35719993898478863     0                        0
-0.5609137003792874       -0.356469592057791       0                        0
-0.5549305390296351       -0.36377479299841076     0                        0
-0.561                    -0.32466025403784454     0                        0.16666666666666666
-0.551                    -0.3246602540378444      0                        0.16666666666666666
-0.556                    -0.31600000000000006     0                        0.3333333333333333
-0.5558365104463181       -0.33279121110758453     0                        0
-0.5707464265566081       -0.34188856780731697     0                        0
-0.5635526697957477       -0.34810216576265746     0                        0
-0.5605623044386985       -0.3406701980935202      0                        0
-0.5654963118934738       -0.3327292421225693      0                        0
-0.5754226809439917       -0.331852897585799       0                        0
-0.5700182022359799       -0.35213050229824516     0                        0
-0.492076951545865        -0.46600000000000114     0                        0
-0.5007372055837107       -0.47100000000000275     0                        0
-0.49234890194427006      -0.45627733573737905     0                        0
-0.4840299494557802       -0.45200707378117005     0                        0
-0.5440384757729341       -0.4259999999999999      0                        0
-0.5353782217350891       -0.4409999999999994      0                        0
-0.5526987298107784       -0.4309999999999997      0                        0
-0.5440384757729337       -0.4359999999999992      0                        0
-0.5353782217350899       -0.43099999999999955     0                        0
-0.5440384757729334       -0.4459999999999998      0                        0
-0.5007372055837105       -0.4609999999999992      0                        0
-0.5180577136594003       -0.4509999999999997      0                        0
-0.5093974596215557       -0.4559999999999993      0                        0
-0.5007372055837112       -0.4509999999999995      0                        0
-0.5353782217350899       -0.42100000000000054     0                        0
-0.5353782217350891       -0.4110000000000006      0                        0
-0.526463305938642        -0.3858921383488556      0                        0
-0.5211988131967393       -0.3766105133643572      0                        0
-0.5159206053844113       -0.3844093789952231      0                        0
-0.5112424906825525       -0.3761516624545182      0                        0
-0.5258399318142469       -0.3679075061583048      0                        0
-0.5191222000598272       -0.392196784414286       0                        0
-0.5105848126666597       -0.3927667979365403      0                        0
-0.5166595631133756       -0.40132004365937407     0                        0
-0.5436575782172828       -0.395928466698692       0                        0
-0.5263970104687172       -0.396699706719252       0                        0
-0.5350198727268783       -0.4012904237134378      0                        0
-0.526219079135226        -0.40626909527831767     0                        0
-0.5352080693480473       -0.3913935207267095      0                        0
-0.49229903010972437      -0.44617288188009663     0                        0
-0.4847460617162197       -0.4419073271086613      0                        0
-0.5180577136594001       -0.4409999999999986      0                        0
-0.5093974596215555       -0.4459999999999993      0                        0
-0.5093974596215566       -0.43599999999999767     0                        0
-0.5267179676972457       -0.4259999999999999      0                        0
-0.5267179676972452       -0.4359999999999987      0                        0
-0.5180577136594013       -0.43099999999999883     0                        0
-0.5008299130693635       -0.4411566126914344      0                        0
-0.491998450617546        -0.436551741930604       0                        0
-0.5176381310954326       -0.41144529369457017     0                        0
-0.5104017409716916       -0.4086698489451127      0                        0
-0.5263740625724266       -0.4160271561151345      0                        0
-0.5006594492218832       -0.43142118005291363     0                        0
-0.5096672275091915       -0.42652427614494737     0                        0
-0.5179085549324982       -0.4211036610852785      0                        0
-0.5098496166555945       -0.4166630515055876      0                        0
-0.5007221214105009       -0.42197414691052587     0                        0
-0.5008909927087273       -0.41130845044644365     0                        0
-0.4760000000000005       -0.4026025403784436      0                        0
-0.48587589955707583      -0.4023844008963275      0                        0
-0.48070224427978053      -0.41085747029589015     0                        0
-0.48552092501340266      -0.4183195474894169      0                        0
-0.47562821111508063      -0.4194356494662841      0                        0
-0.4905075447022113       -0.41011041475935195     0                        0
-0.49374355348227605      -0.4177420906925329      0                        0
-0.5057600701194161       -0.40143949309730875     0                        0
-0.49559737129780507      -0.40226476651067705     0                        0
-0.5058814373944346       -0.38489491536165477     0                        0
-0.5010000000000004       -0.3766217782649107      0                        0
-0.5008481281894738       -0.39350970203906305     0                        0
-0.5209999999999999       -0.34198076211353334     0                        0
-0.5109999999999999       -0.3419807621135331      0                        0
-0.5159999999999999       -0.33332050807568886     0                        0
-0.435430698740595        -0.4644000610740626      0                        0
-0.4660000000000013       -0.4199230484541335      0                        0
-0.45599999999999885      -0.4199230484541335      0                        0
-0.461                    -0.41126279441628916     0                        0
-0.4912610830549116       -0.4266479384185938      0                        0
-0.4850537889615619       -0.43398679933494644     0                        0
-0.48041919344163647      -0.4271523663066558      0                        0
-0.4751432253033845       -0.4566798041958363      0                        0
-0.4749143676590252       -0.4475667970316539      0                        0
-0.47580866563212826      -0.43701895354817494     0                        0
-0.4682749039236321       -0.4436646555575771      0                        0
